song_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
To Koritsi Me To Ryzi,Irini Qn,Horis To Tokso Stin Arena,0.631,0.468,-10.883,0.0318,0.122,8.19e-06,0.19,0.12,118.1
Yunan,Irini Qn,Horis To Tokso Stin Arena,0.61,0.481,-9.998,0.0344,0.372,1.6e-06,0.106,0.0692,124.321
Erinyes,Irini Qn,Horis To Tokso Stin Arena,0.419,0.526,-9.15,0.103,0.359,0.0,0.0873,0.211,87.16
Animus,Irini Qn,Horis To Tokso Stin Arena,0.425,0.663,-10.749,0.0371,0.849,0.000256,0.118,0.495,96.843
O Monologos Mias Diatarahis,Irini Qn,Horis To Tokso Stin Arena,0.531,0.554,-8.561,0.0305,0.0239,0.0,0.138,0.388,140.096
Horis To Tokso Stin Arena,Irini Qn,Horis To Tokso Stin Arena,0.52,0.421,-10.761,0.0245,0.0531,0.0,0.16,0.103,97.706
Paihnidia,Irini Qn,Horis To Tokso Stin Arena,0.51,0.189,-16.231,0.0509,0.932,0.0,0.172,0.3,137.53
Gerasame Mazi,Irini Qn,Horis To Tokso Stin Arena,0.622,0.374,-12.0,0.0604,0.397,0.0,0.234,0.123,102.49
Eksomologisi Mias Anapantitis Klisis,Irini Qn,Horis To Tokso Stin Arena,0.421,0.279,-11.568,0.0382,0.849,0.0,0.275,0.378,129.037
Astro Tis Anatolis,Kostas Grigoreas,Tetradio Gia Kithara,0.445,0.277,-15.59,0.0446,0.947,0.861,0.122,0.46,86.983
Nihterinos Horos,Kostas Grigoreas,Tetradio Gia Kithara,0.49,0.202,-15.931,0.0875,0.944,0.94,0.0986,0.267,114.626
Kourasmeno Pallikari,Kostas Grigoreas,Tetradio Gia Kithara,0.35,0.0988,-17.82,0.0472,0.951,0.879,0.106,0.635,137.644
I Parthena Tis Gitonias Mou,Kostas Grigoreas,Tetradio Gia Kithara,0.385,0.35,-14.552,0.0579,0.969,0.891,0.11,0.284,152.254
Aeriko,Kostas Grigoreas,Tetradio Gia Kithara,0.339,0.106,-19.509,0.0437,0.983,0.915,0.11,0.575,145.689
To Limani,Kostas Grigoreas,Tetradio Gia Kithara,0.588,0.0862,-16.034,0.0819,0.937,0.627,0.103,0.31,117.042
O Glaros,Kostas Grigoreas,Tetradio Gia Kithara,0.471,0.253,-17.451,0.0492,0.953,0.898,0.0894,0.54,137.296
Kapou Iparhi I Agapi Mou,Kostas Grigoreas,Tetradio Gia Kithara,0.482,0.0365,-20.505,0.0456,0.97,0.804,0.123,0.179,77.607
Pes Mou Mia Lexi,Kostas Grigoreas,Tetradio Gia Kithara,0.486,0.193,-16.473,0.038,0.964,0.89,0.109,0.393,92.823
Athanasia,Kostas Grigoreas,Tetradio Gia Kithara,0.481,0.124,-19.926,0.0761,0.985,0.669,0.107,0.106,75.654
Mia Fora Ki Ena Kero,Kostas Grigoreas,Tetradio Gia Kithara,0.514,0.0557,-21.766,0.0516,0.982,0.907,0.108,0.416,121.709
I Balada Tou Ouri,Kostas Grigoreas,Tetradio Gia Kithara,0.557,0.246,-15.998,0.0483,0.976,0.873,0.103,0.673,77.435
Agapi Mou,Kostas Grigoreas,Tetradio Gia Kithara,0.527,0.112,-16.826,0.0523,0.97,0.825,0.0951,0.147,108.729
Mirizi O Kosmos Giasemi,Kostas Grigoreas,Tetradio Gia Kithara,0.605,0.256,-14.189,0.048,0.936,0.947,0.113,0.603,97.645
O Kemal,Kostas Grigoreas,Tetradio Gia Kithara,0.512,0.129,-17.938,0.047,0.981,0.947,0.11,0.55,146.062
I Sexoualiki Polirithmia,Kostas Grigoreas,Tetradio Gia Kithara,0.553,0.154,-18.465,0.0696,0.977,0.885,0.114,0.572,108.43
I Balada Ton Esthiseon Ke Ton Paresthiseon,Kostas Grigoreas,Tetradio Gia Kithara,0.427,0.191,-16.281,0.0463,0.964,0.933,0.0994,0.488,145.94
To Vals Ton Hamenon Oniron Gia Dio Kithares,Kostas Grigoreas,Tetradio Gia Kithara,0.482,0.301,-16.007,0.048,0.937,0.788,0.0671,0.706,152.242
Ta Ble Papoutsia,Lakis Papadopoulos,Dikeoma St' Oniro,0.745,0.645,-15.605,0.0484,0.168,0.0433,0.0592,0.948,116.715
O Koursaros - Live,Lakis Papadopoulos,Dikeoma St' Oniro,0.335,0.315,-16.749,0.0431,0.737,0.0047,0.756,0.378,160.088
Dikeoma St' Oniro,Lakis Papadopoulos,Dikeoma St' Oniro,0.41,0.348,-14.244,0.0492,0.569,0.00881,0.221,0.553,168.452
Menexedia - Live,Lakis Papadopoulos,Dikeoma St' Oniro,0.559,0.643,-13.987,0.0331,0.654,0.392,0.421,0.468,109.401
Kapies Ores,Lakis Papadopoulos,Dikeoma St' Oniro,0.308,0.886,-10.335,0.0683,0.0104,0.546,0.323,0.785,117.788
Giristroula,Lakis Papadopoulos,Dikeoma St' Oniro,0.504,0.476,-13.237,0.0289,0.045,0.0105,0.0626,0.954,124.384
San Exogiini Romadiki,Lakis Papadopoulos,Dikeoma St' Oniro,0.533,0.304,-15.876,0.0545,0.233,0.000432,0.22,0.539,104.084
Se Zitao,Lakis Papadopoulos,Dikeoma St' Oniro,0.743,0.45,-14.816,0.0402,0.719,0.0933,0.0887,0.472,129.096
Ti Nihta Afti,Lakis Papadopoulos,Dikeoma St' Oniro,0.35,0.36,-14.663,0.0371,0.487,0.0154,0.484,0.354,89.571
Filake Kerkiras,Lakis Papadopoulos,Dikeoma St' Oniro,0.496,0.73,-11.335,0.0475,0.0666,3.45e-06,0.271,0.877,158.988
Enohi Siopi,Lakis Papadopoulos,Dikeoma St' Oniro,0.339,0.265,-15.925,0.0292,0.0565,0.456,0.131,0.148,105.059
I Anemona Tou Sikagou,Lakis Papadopoulos,Dikeoma St' Oniro,0.601,0.43,-14.853,0.0353,0.334,0.00846,0.108,0.655,141.68
I Alithia Vgazi Mati,Lakis Papadopoulos,Dikeoma St' Oniro,0.657,0.372,-17.554,0.0428,0.179,0.0436,0.0427,0.489,138.711
Vaggeli,Lakis Papadopoulos,Dikeoma St' Oniro,0.494,0.396,-14.888,0.0488,0.414,0.0688,0.0854,0.565,127.952
Mia Nihta Pathon (Ihografisi Se Aplo Kasetofono),Lakis Papadopoulos,Dikeoma St' Oniro,0.681,0.0771,-22.602,0.103,0.961,0.875,0.0679,0.711,93.73
Monahos Sto Agio Oros,Lakis Papadopoulos,Dikeoma St' Oniro,0.578,0.702,-15.435,0.05,0.702,0.0691,0.116,0.811,106.155
Larri,Lakis Papadopoulos,Dikeoma St' Oniro,0.401,0.472,-13.113,0.035,0.837,0.8,0.095,0.375,131.616
Pragmata Pou Den Ekanes,Lakis Papadopoulos,Dikeoma St' Oniro,0.539,0.484,-14.429,0.0415,0.307,0.0,0.114,0.443,97.02
Esi Eki - Live,Lakis Papadopoulos,Dikeoma St' Oniro,0.596,0.539,-13.54,0.0415,0.642,0.0304,0.0819,0.487,127.275
Rixe Kokkino Sti Nihta,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.544,0.383,-13.317,0.0325,0.435,1.84e-06,0.0962,0.248,88.755
Mikros Titanikos,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.739,0.373,-15.23,0.037,0.8,4.03e-05,0.105,0.424,127.21
Mikrasiatiko,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.465,0.25,-17.216,0.0544,0.784,9.42e-05,0.135,0.15,161.725
Imifos,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.602,0.257,-18.191,0.0345,0.848,0.0131,0.105,0.164,145.586
Hameni Psifos,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.764,0.34,-17.984,0.0393,0.502,0.000416,0.104,0.554,92.974
Na Dis Ti Sou 'Ho Gia Meta,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.577,0.276,-17.819,0.0501,0.657,0.0,0.0652,0.0742,145.01
Sta Kamena,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.463,0.258,-20.495,0.0436,0.879,0.0,0.0813,0.396,106.832
Den Me Pistevis (We Are No Angels),Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.655,0.139,-20.98,0.0344,0.823,8.67e-05,0.121,0.136,121.164
Tango Ston Kathrefti Mou,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.572,0.528,-13.134,0.0374,0.0348,2.24e-06,0.112,0.396,81.441
Nin Apoliis Ton Doulo Sou Despota,Lavrentis Machairitsas,Rixe Kokkino Sti Nihta,0.543,0.215,-22.021,0.0403,0.736,0.00114,0.111,0.182,92.948
Ela Psihoula Mou (To Tragoudi Tis Kathrin),Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.484,0.476,-9.218,0.0454,0.427,0.0,0.0622,0.877,203.201
Matia Dihos Logiki,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.45,0.481,-8.789,0.0267,0.27,3.1e-05,0.165,0.0783,160.088
Mehri Ema Na Vgi,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.755,0.631,-8.963,0.0732,0.284,0.0211,0.117,0.698,89.675
To Diari,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.598,0.343,-10.753,0.035,0.652,0.00161,0.0998,0.0744,68.487
Parti Me Palious Sou Erastes,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.407,0.562,-10.596,0.0738,0.018,0.144,0.451,0.208,134.318
Giati Ine Tehni,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.667,0.62,-8.171,0.113,0.123,2.65e-05,0.155,0.367,73.014
Klise Ta Matakia Sou,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.392,0.451,-9.798,0.0385,0.677,0.000827,0.0937,0.324,80.755
O Egokedrikos,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.694,0.623,-8.793,0.0274,0.0331,0.00182,0.133,0.6,108.024
Ine To Gelio Sou,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.41,0.614,-7.711,0.0371,0.137,4.53e-05,0.138,0.354,160.494
I Farma,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.557,0.839,-6.274,0.0543,0.331,0.00239,0.0847,0.731,139.897
Teratakia Tsepis,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.641,0.547,-8.217,0.0584,0.617,0.0,0.108,0.447,94.309
O Soultanos Tis Vavilonas Ke I Gineka - Mediterranean Mix,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.707,0.827,-7.043,0.0622,0.237,0.0,0.0867,0.96,136.017
Tragoudaki,Lavrentis Machairitsas,To Dialimma Kratai Dio Zoes,0.601,0.491,-8.998,0.04,0.84,3.34e-06,0.161,0.485,135.116
Se Stil Na Mi Xehniomaste,Lavrentis Machairitsas,Didimotiho Blues,0.433,0.202,-16.628,0.0377,0.649,0.0,0.234,0.521,132.714
Se Vrisko,Lavrentis Machairitsas,Didimotiho Blues,0.489,0.3,-17.662,0.0365,0.517,0.0,0.222,0.507,66.568
Kineziki Gimnastiki,Lavrentis Machairitsas,Didimotiho Blues,0.393,0.344,-16.702,0.0459,0.399,0.0,0.0554,0.709,175.612
Pios Mpike Sti Grammi Mas Kirii,Lavrentis Machairitsas,Didimotiho Blues,0.539,0.314,-16.31,0.0407,0.223,9.17e-06,0.169,0.349,141.581
Gia Na Min Paretitho,Lavrentis Machairitsas,Didimotiho Blues,0.629,0.33,-17.312,0.0338,0.346,0.0546,0.112,0.577,126.609
Didimotiho Blues,Lavrentis Machairitsas,Didimotiho Blues,0.397,0.35,-14.18,0.0418,0.415,2.01e-05,0.0895,0.311,131.943
Kitrina Fota,Lavrentis Machairitsas,Didimotiho Blues,0.551,0.266,-19.794,0.0422,0.525,7.72e-06,0.115,0.619,128.7
I Aliki I Merilin Ki Ego,Lavrentis Machairitsas,Didimotiho Blues,0.474,0.234,-19.006,0.0537,0.552,0.0,0.0866,0.251,73.946
Matia Apo Nihta,Lavrentis Machairitsas,Didimotiho Blues,0.637,0.314,-16.956,0.0297,0.557,0.00129,0.272,0.869,118.168
Ti Na Po,Lavrentis Machairitsas,Didimotiho Blues,0.33,0.224,-16.296,0.0407,0.456,8.55e-05,0.156,0.241,73.002
Enas Tourkos Sto Parisi,Lavrentis Machairitsas,Pafsilipon,0.548,0.395,-12.434,0.0319,0.0613,0.0,0.274,0.576,98.368
Pafsilipon,Lavrentis Machairitsas,Pafsilipon,0.288,0.262,-14.359,0.035,0.874,0.0303,0.148,0.232,146.604
Patera S' Agapo,Lavrentis Machairitsas,Pafsilipon,0.683,0.477,-9.983,0.0271,0.127,0.000552,0.144,0.218,129.998
Se Perimeno,Lavrentis Machairitsas,Pafsilipon,0.66,0.313,-11.064,0.0288,0.692,1.16e-05,0.0741,0.217,142.04
Sta Routhounia Tous,Lavrentis Machairitsas,Pafsilipon,0.817,0.329,-10.926,0.0476,0.144,3.49e-06,0.117,0.181,132.118
Notos,Lavrentis Machairitsas,Pafsilipon,0.514,0.372,-10.073,0.0297,0.347,0.0,0.194,0.233,139.994
Stin Agapi Ime Knitis,Lavrentis Machairitsas,Pafsilipon,0.797,0.244,-14.333,0.0454,0.545,0.0,0.0969,0.662,118.135
Kitrina Vradia,Lavrentis Machairitsas,Pafsilipon,0.343,0.245,-12.984,0.0373,0.827,0.0,0.113,0.228,95.546
Apousia,Lavrentis Machairitsas,Pafsilipon,0.412,0.24,-13.11,0.0334,0.527,0.00134,0.084,0.125,106.64
Idipodio,Lavrentis Machairitsas,Pafsilipon,0.754,0.473,-10.024,0.0391,0.263,5.86e-05,0.098,0.191,91.392
Teleftea Praxi,Lavrentis Machairitsas,Pafsilipon,0.33,0.357,-11.962,0.0374,0.386,0.0,0.114,0.147,80.419
Nistia Erotas Ke Prosefhi,Lavrentis Machairitsas,Sto Afierono,0.526,0.44,-10.439,0.0327,0.17,0.00403,0.0989,0.162,122.659
Sto Afierono,Lavrentis Machairitsas,Sto Afierono,0.332,0.255,-10.572,0.0302,0.942,0.0103,0.0913,0.144,138.746
O Dianooumenos,Lavrentis Machairitsas,Sto Afierono,0.718,0.387,-8.583,0.033,0.361,0.0,0.105,0.624,96.047
Prostiho,Lavrentis Machairitsas,Sto Afierono,0.812,0.575,-6.487,0.0673,0.447,0.0,0.18,0.464,123.492
Kati Savvatokiriaka,Lavrentis Machairitsas,Sto Afierono,0.652,0.426,-8.316,0.0278,0.227,0.0628,0.196,0.145,120.186
Da Capo,Lavrentis Machairitsas,Sto Afierono,0.86,0.432,-9.31,0.0428,0.57,0.0828,0.114,0.423,127.967
Ta Farmaka,Lavrentis Machairitsas,Sto Afierono,0.825,0.363,-8.592,0.0375,0.613,0.0,0.129,0.163,112.02
To Vima,Lavrentis Machairitsas,Sto Afierono,0.648,0.56,-9.437,0.0573,0.0685,0.00901,0.198,0.352,126.902
O Tzitzikas Ke O Mermigas,Lavrentis Machairitsas,Sto Afierono,0.817,0.676,-6.823,0.0328,0.267,1.2e-05,0.0679,0.593,120.033
Ta Onomata,Lavrentis Machairitsas,Sto Afierono,0.635,0.618,-7.509,0.034,0.206,0.0132,0.166,0.305,141.998
Na Zisis I Na Pexis,Lavrentis Machairitsas,Sto Afierono,0.606,0.464,-8.88,0.0327,0.581,5.51e-05,0.119,0.235,122.062
Agnostos H (Vita Spericolata),Lavrentis Machairitsas,Sto Afierono,0.654,0.454,-8.96,0.0284,0.651,2.51e-06,0.108,0.239,115.99
Boliki Filosofia,Lavrentis Machairitsas,Sto Afierono,0.738,0.607,-9.379,0.0304,0.232,2.62e-06,0.0799,0.919,117.023
O Magapas Ki I Sagapo,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.755,0.376,-14.325,0.0426,0.528,1.95e-06,0.0798,0.615,125.605
Kapse Me,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.658,0.686,-10.057,0.0467,0.471,0.00201,0.199,0.631,135.618
Kravgi Tis Nihtas,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.367,0.269,-12.232,0.0333,0.497,4.71e-05,0.127,0.144,104.005
I Polithrones,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.709,0.475,-10.054,0.0493,0.218,2.68e-06,0.0689,0.698,77.409
Siderenios Dromos,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.65,0.619,-14.959,0.051,0.722,0.00108,0.175,0.782,106.693
Pirates,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.52,0.296,-11.817,0.0366,0.642,1.47e-05,0.121,0.189,134.227
Lilika I Fimismeni,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.682,0.394,-11.627,0.042,0.811,0.0,0.147,0.35,118.253
Veloudo Ki Atsali,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.569,0.344,-15.456,0.0311,0.807,5.86e-05,0.134,0.387,89.502
Eftihia Me Kima,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.822,0.647,-11.856,0.0308,0.698,0.0769,0.468,0.652,93.947
Gia Tin Agapi Tis Vrohis,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.39,0.227,-17.426,0.0439,0.855,0.000166,0.122,0.196,112.146
To Sagapaki,Lavrentis Machairitsas,O Magapas Ke I Sagapo,0.592,0.0836,-22.065,0.0391,0.739,0.0,0.0705,0.352,117.747
Mou 'Hi Figi I Psihi (Hollywood Nights),Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.708,0.346,-14.297,0.0324,0.159,3.42e-06,0.0885,0.157,144.129
Pos Na Tin Kimithis Afti Ti Nihta,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.359,0.121,-14.956,0.0312,0.592,0.00107,0.16,0.0394,87.975
Ap' Ta Exarhia Os To Pekino,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.492,0.322,-12.395,0.0535,0.872,0.0,0.132,0.384,150.982
San Ehthri Agapithikame,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.531,0.157,-16.342,0.033,0.619,0.00182,0.0892,0.0947,142.288
Epetios Dio Parallilon,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.75,0.537,-12.547,0.036,0.526,0.000384,0.0817,0.394,122.22
Parathira Pou Kourase I Thea,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.807,0.343,-15.092,0.0374,0.87,0.00167,0.101,0.504,105.171
Ola Ine Edo,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.745,0.263,-16.052,0.0343,0.793,0.00127,0.106,0.318,132.302
Mia Idea Tis Stigmis,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.712,0.365,-13.635,0.0528,0.578,1e-05,0.026,0.472,125.037
Tis Miras Mou To Toxo,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.525,0.357,-15.694,0.0479,0.855,0.0,0.241,0.563,136.528
Mi Milate,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.665,0.507,-12.987,0.056,0.572,1.02e-05,0.205,0.4,135.357
Kounoupaki,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.372,0.412,-14.582,0.0505,0.506,2.35e-05,0.0914,0.167,86.161
Filakes Anilikon,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.474,0.35,-14.673,0.0376,0.194,0.102,0.0664,0.0811,100.07
Filakes Anilikon B' Meros,Lavrentis Machairitsas,Parathira Pou Kourase H Thea,0.452,0.236,-16.637,0.035,0.212,0.0219,0.0814,0.235,100.017
Ke Ti Zitao,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.696,0.545,-9.93,0.028,0.534,0.0,0.094,0.486,104.49
Mia Mera Daniki,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.658,0.349,-11.503,0.0392,0.298,0.00999,0.117,0.449,100.177
Leo Na Tin Kano Siga-Siga (To Zeibekiko Tou Hristopoulou),Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.694,0.277,-12.356,0.0639,0.569,3.79e-06,0.0765,0.305,119.332
Anasenis,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.389,0.447,-9.611,0.0855,0.123,0.000225,0.195,0.31,85.563
Ena Magio Ke Mia Helona,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.54,0.184,-13.956,0.0893,0.0499,6.95e-05,0.0757,0.369,73.067
I Thea,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.582,0.499,-10.967,0.035,0.21,0.0,0.319,0.513,138.198
Filise Mou Ta Pedia,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.591,0.363,-10.568,0.0266,0.0542,0.000359,0.106,0.157,130.17
Anna,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.589,0.429,-10.888,0.0292,0.35,0.00339,0.118,0.213,88.751
I Vardia,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.359,0.5,-10.396,0.0378,0.28,4.16e-06,0.323,0.444,113.394
Pithia,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.727,0.393,-11.069,0.0296,0.712,6.89e-06,0.252,0.659,109.952
Den Ftani Mono N' Agapas,Lavrentis Machairitsas,Etsi Drapetevo Ap' Tis Parees,0.363,0.131,-15.613,0.0588,0.524,0.0125,0.0971,0.0725,70.898
Alkionides Meres - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.539,0.506,-9.513,0.0412,0.181,1.89e-05,0.72,0.456,130.024
Afise Me Edo - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.361,0.661,-8.71,0.0621,0.0784,0.0,0.833,0.452,170.536
Proto Tragoudi - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.639,0.639,-8.291,0.0354,0.175,0.000846,0.837,0.709,107.897
Idanikos Ke Anaxios Erastis - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.575,0.413,-11.551,0.0322,0.782,0.0816,0.702,0.348,119.959
Ah Ellada S' Agapo - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.506,0.484,-8.888,0.0271,0.556,0.0329,0.934,0.322,111.195
O Palios Stratiotis - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.55,0.282,-10.744,0.0319,0.781,1.28e-06,0.828,0.164,109.462
Etsi Ki Allios - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.564,0.591,-8.014,0.0348,0.599,1.07e-06,0.65,0.259,98.768
Efapax - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.58,0.355,-8.772,0.034,0.812,0.0,0.324,0.482,85.528
Sinnefiasmene Mou Ourane - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.605,0.533,-8.179,0.0264,0.431,0.000309,0.653,0.391,93.278
Shopping Therapy - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.748,0.699,-7.116,0.0345,0.153,0.0,0.473,0.849,111.59
Vrahikikloma - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.765,0.626,-7.889,0.209,0.268,0.0,0.806,0.648,134.947
Banaki Manaki - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.667,0.862,-6.93,0.04,0.793,1.39e-05,0.701,0.845,140.426
Ti Na Po - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.552,0.382,-9.726,0.0327,0.382,5.99e-05,0.574,0.205,133.632
Rock 'n' Roll Sto Krevati - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.289,0.798,-7.323,0.0408,0.0781,0.00184,0.75,0.583,158.305
Rixe Kokkino Sti Nihta (You Are The Voice) - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.461,0.629,-7.45,0.0304,0.177,1.22e-06,0.995,0.256,86.958
Iptameno Hali - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.363,0.237,-11.028,0.0523,0.909,0.00142,0.201,0.04,81.689
Stin Giorti Tis Avgis - Live,Lavrentis Machairitsas,Alkionides Meres - Apo Tin Niremvergi Stin Palia Lefkosia (Live),0.451,0.601,-8.672,0.135,0.765,1.63e-06,0.933,0.485,122.519
Paei Efyge To Treno,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.342,0.0531,-16.003,0.0431,0.933,0.0,0.241,0.297,138.68
Pame Mia Volta Sto Feggari,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.386,0.208,-14.262,0.0378,0.872,0.00162,0.0871,0.112,108.462
O Tahydromos Pethane,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.347,0.279,-9.989,0.0349,0.865,0.00447,0.106,0.377,130.065
O Kyr-Antonis,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.616,0.186,-15.055,0.162,0.777,0.0,0.301,0.624,74.405
To Tragoudi Tis Evrydikis,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.3,0.0897,-13.852,0.0464,0.973,0.00762,0.23,0.378,137.73
Hartino To Feggaraki,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.293,0.0858,-20.418,0.0408,0.914,0.000354,0.314,0.216,87.639
Kapou Yparhei I Agapi Mou,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.34,0.108,-15.987,0.086,0.81,0.0,0.257,0.0583,80.618
Itan Kamari Tis Avgis,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.342,0.0875,-11.468,0.0368,0.95,0.0,0.0988,0.19,102.744
To Pelago Einai Vathy,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.245,0.224,-11.964,0.0368,0.944,0.000111,0.13,0.132,130.034
To Mantolino,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.32,0.114,-13.804,0.0483,0.946,0.0,0.138,0.201,172.564
Epilogos - Instrumental,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.272,0.207,-16.829,0.0452,0.987,0.827,0.0942,0.256,155.198
Pou To Pane To Paidi,Savina Yannatou,To '62 Tou Manou Hadjidaki,0.231,0.278,-10.177,0.0342,0.916,2.62e-05,0.0913,0.0824,68.385
Tha Synantithoume Sto Saloon,Lena Platonos,Sampotaz,0.465,0.734,-5.755,0.279,0.327,0.0258,0.102,0.364,94.009
Galazia Kithara,Lena Platonos,Sampotaz,0.275,0.175,-14.365,0.0401,0.937,0.00354,0.111,0.151,73.763
Rantevou Stin Oasi,Lena Platonos,Sampotaz,0.471,0.822,-6.135,0.0633,0.273,0.00191,0.0959,0.854,159.439
O Gyros Tou Kosmou Se 1',Lena Platonos,Sampotaz,0.333,0.183,-12.646,0.042,0.932,2.07e-06,0.126,0.0945,136.985
Ptisi 201,Lena Platonos,Sampotaz,0.398,0.57,-10.0,0.0347,0.579,0.324,0.192,0.508,134.325
Ta Magika Blue Jean,Lena Platonos,Sampotaz,0.607,0.834,-7.246,0.0523,0.454,0.0,0.125,0.773,124.267
Hilies Kai Mia Nychtes Cinema,Lena Platonos,Sampotaz,0.607,0.726,-7.354,0.26,0.387,0.0,0.561,0.728,82.765
